name,place,population,admin_level,x,y,geonames:id,geonames:feature_code
Rollington Town,suburb,,9,-76.77053,17.976,3488762,PPLX
Roehampton,village,,8,-77.90474,18.40154,3488765,PPL
Roebuck Hill,village,,8,-78.15,18.28333,3488766,PPL
Golden Grove,village,,8,-76.25443,17.90871,3488772,PPL
Rocky Point,village,,8,-76.26585,17.89329,3488776,PPL
Rocky Point,village,3152,8,-77.26107,17.774,3488777,PPL
Rock Spring,village,,8,-78.2403,18.36363,3488779,PPL
Rock Spring,town,,8,-77.55259,18.30123,3488780,PPLA2
Rock River,village,,8,-77.21394,18.06997,3488782,PPL
Rockingham,village,,8,-78.16667,18.38333,3488783,PPL
Rock Hall,village,,8,-76.87396,18.08067,3488784,PPL
Rock Fort,village,,8,-77.4,18.46667,3488785,PPL
Robins River,village,,8,-77.99651,18.13923,3488789,PPL
Robinsons New Park,village,,8,-77.23333,17.86667,3488791,PPL
Robinson Run,village,,8,-77.4,17.95,3488792,PPL
Robins Hall,village,,8,-77.54838,18.20178,3488793,PPL
Robins Bay,village,,8,-76.80217,18.30771,3488794,PPL
Roberts Run,village,,8,-77.4,17.86667,3488797,PPL
Roaring River,village,,8,-77.15,18.4,3488804,PPL
Roaring River,village,,8,-78.05,18.28333,3488805,PPL
Roadside,village,,8,-77.13994,18.29583,3488806,PPL
Riverside,village,,8,-78.19759,18.37971,3488807,PPL
Riversdale,village,4085,8,-76.96417,18.16586,3488809,PPL
Riverhead,village,,8,-77.08923,18.27107,3488810,PPL
River Head,village,,8,-78.05,18.23333,3488811,PPL
Riverhead,village,,8,-77.10038,18.15852,3488812,PPL
Ritchies,village,,8,-77.42929,18.1441,3488813,PPL
Riswich,village,,8,-77.05,18.28333,3488814,PPL
Rising Sun,village,,8,-77.43123,18.42074,3488815,PPL
Rio Magno,village,,8,-76.96772,18.20877,3488818,PPL
Rio Bueno,village,,8,-77.46076,18.47049,3488822,PPL
Riley Village,village,,8,-76.56667,17.96667,3488823,PPL
Ridgeland,village,,8,-78.21808,18.29582,3488825,PPL
Ricketts River,village,,8,-78.14938,18.28687,3488826,PPL
Richmond Park,village,,8,-77.36834,18.04861,3488828,PPL
Richmond Hill,village,,8,-77.01667,18.2,3488829,PPL
Richmond Hill,village,,8,-76.45,18.15,3488830,PPL
Richmond,village,,8,-77.25,18.45,3488832,PPL
Richmond,village,,8,-77.45,18.33333,3488833,PPL
Richmond,village,2046,8,-76.88799,18.25478,3488834,PPL
Richmond,village,,8,-76.56667,18.13333,3488835,PPL
Richmond,village,,8,-77.46945,18.02377,3488836,PPL
Richards Pen,village,,8,-77.01667,18.36667,3488837,PPL
Richardsfield,village,,8,-77.36667,18.28333,3488838,PPL
Rhymesbury,village,,8,-77.31667,17.93333,3488840,PPL
Rhodes Hall,village,,8,-78.29051,18.37848,3488841,PPL
Rhine,village,,8,-76.33283,17.94899,3488843,PPL
Reynolds Run,village,,8,-77.71667,17.88333,3488844,PPL
Revival,village,,8,-78.29303,18.24578,3488846,PPL
Retrieve,village,,8,-78.23333,18.25,3488848,PPL
Retrieve,village,,8,-77.3904,17.92542,3488849,PPL
Retreat,village,,8,-77.41438,18.38257,3488851,PPL
Retreat,village,,8,-77.01667,18.38333,3488852,PPL
Retreat,village,,8,-78.26667,18.25,3488853,PPL
Retreat,village,,8,-77.06684,18.06995,3488854,PPL
Retreat,village,,8,-77.18832,18.04589,3488855,PPL
Retreat,village,,8,-77.53333,18.03333,3488856,PPL
Retirement,village,,8,-77.45941,18.42976,3488858,PPL
Retirement,village,,8,-77.88333,18.43333,3488859,PPL
Retirement,village,,8,-77.38333,18.3,3488860,PPL
Retirement,village,,8,-77.13333,18.3,3488861,PPL
Retirement,village,,8,-78.30624,18.24642,3488862,PPL
Retirement,village,,8,-78.05,18.18333,3488863,PPL
Retirement,village,,8,-77.77713,18.19843,3488864,PPL
Retirement,village,,8,-77.25,17.76667,3488865,PPL
Rest Store,village,,8,-77.56667,17.88333,3488866,PPL
Rest Pen,village,,8,-77.11667,17.93333,3488867,PPL
Rest,village,,8,-77.354,17.88585,3488869,PPL
Rest,village,,8,-77.35,17.86667,3488870,PPL
Resource,village,,8,-77.13333,18.21667,3488871,PPL
Resource,village,,8,-76.66606,18.06214,3488872,PPL
Resource,village,,8,-77.47905,17.88939,3488873,PPL
Reserve,village,,8,-77.63228,18.41123,3488874,PPL
Rennals,village,,8,-77.11667,18.06667,3488875,PPL
Relston Park,village,,8,-76.93333,17.98333,3488877,PPL
Relief,village,,8,-77.11667,18.36667,3488878,PPL
Relford,village,,8,-77.55,18.05,3488879,PPL
Refuge,village,,8,-77.57482,18.46309,3488880,PPL
Reeves Wood,village,,8,-77.41736,18.01105,3488881,PPL
Redwood,village,,8,-76.9858,18.20774,3488882,PPL
Red Hills,village,,8,-76.83333,18.05,3488887,PPL
Red Hill,village,,8,-76.41667,17.88333,3488888,PPL
Red Ground,village,,8,-77.12262,18.00079,3488890,PPL
Reddington,village,,8,-76.73333,18.21667,3488891,PPL
Redbury,village,,8,-77.42255,18.01942,3488892,PPL
Rectory,village,,8,-76.66715,18.18026,3488893,PPL
Rectory,village,,8,-77.88333,18.06667,3488894,PPL
Rectory,village,,8,-77.26667,18.06667,3488895,PPL
Recovery Pen,village,,8,-78.06667,18.43333,3488896,PPL
Recess,village,,8,-77.03333,18.21667,3488899,PPL
Reading,village,,8,-77.94701,18.44468,3488900,PPL
Readers Pen,village,,8,-76.4,17.88333,3488901,PPL
Reach,village,,8,-76.31563,18.04489,3488902,PPL
Raymonds,village,,8,-77.23628,17.8581,3488904,PPL
Rat Trap,village,,8,-77.93389,18.26392,3488906,PPL
Ratcliff Park,village,,8,-76.9,18.03333,3488907,PPL
Ramble Pen,village,,8,-78.01682,18.3333,3488909,PPL
Ramble,village,,8,-77.97851,18.35119,3488910,PPL
Ramble,village,,8,-76.61603,17.9783,3488911,PPL
Race Course,village,2974,8,-77.28223,17.84019,3488914,PPL
Rabys Corner,village,,8,-76.98465,18.065,3488915,PPL
Quick Step,village,,8,-77.70338,18.24786,3488916,PPL
Queenhythe,village,,8,-77.41093,18.43221,3488920,PPL
Quebec,village,,8,-76.8821,18.3485,3488921,PPL
Quaw Hill,village,,8,-76.24512,17.95496,3488922,PPL
Quatre Bras,village,,8,-77.45,17.9,3488923,PPL
Pusey Hill,village,,8,-77.40477,17.90303,3488933,PPL
Pusey Hall Pen,village,,8,-77.16667,17.75,3488934,PPL
Pusey Hall,village,,8,-77.25,17.78333,3488935,PPL
Punchbowl,village,,8,-77.61667,17.96667,3488938,PPL
Pullet Hall,village,,8,-77.69223,18.21447,3488941,PPL
Providence,village,,8,-77.89316,18.50914,3488944,PPL
Providence,village,,8,-77.46667,18.46667,3488945,PPL
Providence,village,,8,-77.95,18.41667,3488946,PPL
Providence,village,,8,-77.03333,18.36667,3488947,PPL
Providence,village,,8,-77.38333,18.35,3488948,PPL
Providence,village,,8,-76.98333,18.06667,3488949,PPL
Providence,village,,8,-76.28333,18.05,3488950,PPL
Providence,village,,8,-77.53537,17.92284,3488951,PPL
Prospect,village,,8,-77.05582,18.40322,3488957,PPL
Prospect,village,,8,-78.24671,18.38586,3488958,PPL
Prospect,village,,8,-77.81667,18.35,3488959,PPL
Prospect,village,,8,-78.1,18.31667,3488960,PPL
Prospect,village,,8,-77.87706,18.12343,3488961,PPL
Prospect,village,,8,-76.46667,17.93333,3488962,PPL
Prospect,village,,8,-77.45,17.88333,3488963,PPL
Prospect,village,,8,-76.34452,17.86951,3488964,PPL
Priory,village,,8,-77.22522,18.44276,3488965,PPL
Priestmans River,village,,8,-76.34027,18.13477,3488968,PPL
Pridees,village,,8,-77.33557,17.88156,3488969,PPL
Pratville,village,,8,-77.41471,17.91509,3488970,PPL
Potosi,village,,8,-76.36667,17.93333,3488974,PPL
Pot House Pen,village,,8,-77.06667,17.95,3488975,PPL
Porus,village,5923,8,-77.41166,18.03535,3488977,PPL
Port Royal,village,3327,8,-76.84081,17.93712,3488980,PPL
Portmore,city,102861,8,-76.88215,17.95032,3488981,PPL
Port Morant,village,,8,-76.32564,17.89102,3488982,PPL
Port Maria,town,7906,8,-76.88946,18.36849,3488985,PPLA
Port Mahon,village,,8,-77.55,17.88333,3488986,PPL
Portland Cottage,village,,8,-77.22916,17.76825,3488993,PPL
Port Kaiser,village,,8,-77.60419,17.86341,3488998,PPL
Port Henderson,village,,8,-76.87386,17.95215,3489001,PPL
Port Esquivel,village,,8,-77.13188,17.89272,3489002,PPL
Porters Mountain,village,,8,-78.04277,18.325,3489004,PPL
Port Antonio,town,14400,8,-76.4509,18.17615,3489005,PPLA
Poor Mans Corner,village,,8,-76.59175,17.88199,3489006,PPL
Pondside,village,,8,-78.07954,18.39511,3489007,PPL
Pond Side,village,,8,-77.81667,17.96667,3489008,PPL
Point Hill,village,5344,8,-77.10759,18.08988,3489011,PPL
Point,village,,8,-78.14733,18.45587,3489014,PPL
Point,village,,8,-77.81979,18.35969,3489015,PPL
Plum Corner,village,,8,-77.48333,18.41667,3489016,PPL
Plowden Hill,village,,8,-77.54447,17.88257,3489018,PPL
Pleasing Prospect,village,,8,-76.68333,18.16667,3489020,PPL
Pleasant Valley,village,,8,-77.13333,18.26667,3489021,PPL
Pleasant Hill,village,,8,-76.67622,18.18786,3489022,PPL
Pleasant Hill,village,,8,-76.58333,18.13333,3489023,PPL
Pleasant Hill,village,,8,-76.67224,18.07098,3489024,PPL
Rural Hill,village,,8,-76.29142,18.06586,3489025,PPL
Pleasant Hill,village,,8,-77.46667,17.91667,3489026,PPL
Planters Hall,village,,8,-77.03333,18.35,3489033,PPL
Pisgah,village,,8,-77.88035,18.20449,3489039,PPL
Pipers,village,,8,-78.09179,18.25072,3489040,PPL
Pimento Walk,village,,8,-77.12107,18.39145,3489043,PPL
Pimento Grove,village,,8,-77.13796,18.02201,3489045,PPL
Pilot,village,,8,-77.24371,18.3811,3489047,PPL
Phoenix Town,village,,8,-78.28424,18.3612,3489052,PPL
Phoenix Park,village,,8,-77.13399,18.28503,3489053,PPL
Phoenix Park,village,,8,-78.13333,18.21667,3489054,PPL
Phoenix,village,,8,-77.72388,18.42516,3489055,PPL
Phoenix,village,,8,-78.28333,18.36667,3489056,PPL
Philadelphia,village,,8,-77.31991,18.39122,3489057,PPL
Phelps Run,village,,8,-77.18333,18.08333,3489058,PPL
Petersville,village,,8,-77.96667,18.11667,3489061,PPL
Petersfield,village,2255,8,-78.07117,18.26158,3489062,PPL
Petersfield,village,,8,-77.55,18.11667,3489063,PPL
Petersfield,village,,8,-76.51013,17.91416,3489064,PPL
Peru,village,,8,-77.66667,18.38333,3489065,PPL
Perth Town,village,,8,-77.63774,18.43391,3489066,PPL
Perth,village,,8,-77.51076,18.02603,3489067,PPL
Perrins,village,,8,-77.24462,17.82029,3489068,PPL
Peppingford,village,,8,-76.61667,18.15,3489070,PPL
Pepper,village,,8,-77.59899,18.02151,3489071,PPL
Pepper,village,,8,-77.6,18.01667,3489072,PPL
Penshurst,village,,8,-77.33333,18.4,3489073,PPL
Pennycooke,village,,8,-78.09524,18.35653,3489074,PPL
Pennants,village,,8,-77.29482,18.10931,3489075,PPL
Pembroke Hall,village,,8,-76.98674,18.30355,3489077,PPL
Pembroke Hall,village,,8,-76.8274,18.03193,3489078,PPL
Pembroke Hall,village,,8,-76.81667,18.03333,3489079,PPL
Pemberton Valley,village,,8,-76.96667,18.38333,3489080,PPL
Pedro River,village,,8,-77.22043,18.1938,3489085,PPL
Pedro Pen,village,,8,-77.74185,17.8777,3489087,PPL
Pedro Cross,village,,8,-77.70812,17.89217,3489089,PPL
Pedro,village,,8,-78.21295,18.45342,3489093,PPL
Pedro,village,,8,-77.19971,18.28101,3489094,PPL
Peckham,village,,8,-77.38333,18.15,3489095,PPL
Pear Tree Valley,village,,8,-77.48285,17.98587,3489096,PPL
Pear Tree River,village,,8,-76.32115,17.91852,3489098,PPL
Pear Tree Grove,village,,8,-76.94209,18.2523,3489100,PPL
Peak Pen,village,,8,-78.13333,18.43333,3489102,PPL
Paul Island,village,,8,-78.19164,18.27413,3489107,PPL
Patton Park,village,,8,-76.95,18.05,3489108,PPL
Patrick Town,village,,8,-77.44945,17.97572,3489109,PPL
Passage Fort,village,,8,-76.8667,17.9667,3489113,PPL
Parsonage,village,,8,-76.88157,18.25926,3489115,PPL
Parsonage,village,,8,-76.58333,17.88333,3489116,PPL
Parry Town,village,,8,-77.11237,18.39267,3489117,PPL
Parnassus,village,,8,-77.26334,17.92992,3489120,PPL
Parks Road,village,,8,-76.83804,18.0936,3489122,PPL
Park Head,village,,8,-77.66445,18.20971,3489124,PPL
Park Hall,village,,8,-77.4,17.93333,3489125,PPL
Paradise,village,,8,-78.12873,18.45701,3489130,PPL
Paradise,village,,8,-78.21756,18.38781,3489131,PPL
Paradise,village,,8,-78.08157,18.22351,3489132,PPL
Paradise,village,,8,-77.21667,18.13333,3489133,PPL
Paradise,village,,8,-77.75,17.96667,3489134,PPL
Panton Town,village,,8,-76.35,17.91667,3489136,PPL
Palmyra,village,,8,-77.8,18.48333,3489137,PPL
Palmetto Grove,village,,8,-76.931,18.26409,3489145,PPL
Palmetto Cottage,village,,8,-76.95,18.03333,3489146,PPL
Palmers Cross,village,,8,-77.21417,17.95162,3489148,PPL
Palm Beach,village,,8,-76.69621,17.9434,3489149,PPL
Palm,village,,8,-77.03333,18.2,3489150,PPL
Oxford,village,,8,-77.58333,18.45,3489157,PPL
Oxford,village,,8,-77.63333,18.2,3489158,PPL
Oxford,village,,8,-77.11667,18.1,3489159,PPL
Oxford,village,,8,-76.36309,17.8725,3489160,PPL
Owens,village,,8,-77.38333,18.26667,3489161,PPL
Outon,village,,8,-77.31667,18.36667,3489162,PPL
Osborne Store,village,,8,-77.33546,17.96394,3489165,PPL
Osbornes,village,,8,-76.76667,18.23333,3489166,PPL
Ormiston,village,,8,-77.93965,18.18677,3489168,PPL
Orchard,village,,8,-78.05,18.45,3489169,PPL
Orange Valley,village,,8,-77.72483,18.48074,3489170,PPL
Orange Valley,village,,8,-77.3744,18.43421,3489171,PPL
Orange Valley,village,,8,-77.18333,18.13333,3489172,PPL
Orange River Pen,village,,8,-77.18333,17.96667,3489173,PPL
Orange Hill,village,,8,-76.8049,18.27915,3489179,PPL
Orange Hill,village,,8,-78.31667,18.23333,3489180,PPL
Orange Hall,village,,8,-77.05887,18.34477,3489185,PPL
Orangefield,village,,8,-77.09137,18.16035,3489188,PPL
Orange Cove,village,,8,-78.2,18.45,3489189,PPL
Orange Bay,village,,8,-78.30754,18.3667,3489193,PPL
Orange Bay,village,,8,-76.61458,18.227,3489194,PPL
Orange,village,,8,-77.86667,18.45,3489197,PPL
Oracabessa,village,4100,8,-76.94641,18.40319,3489200,PPL
Onslows,village,,8,-76.45,17.93333,3489201,PPL
Olympic Gardens,suburb,,9,-76.83333,18.01667,3489207,PPLX
Old Yarmouth,village,,8,-77.28333,17.88333,3489210,PPL
Old Shafton,village,,8,-78.01667,18.13333,3489213,PPL
Old Rotherwood,village,,8,-77.98333,18.18333,3489214,PPL
Old Pera,village,,8,-76.31578,17.87626,3489215,PPL
Old Lee Gate,village,,8,-76.46667,17.95,3489218,PPL
Old House,village,,8,-77.35,17.9,3489220,PPL
Old Hope,village,,8,-78.22818,18.23529,3489221,PPL
Old Harbour Bay,village,,8,-77.26667,17.9,3489224,PPL
Old Harbour Bay,village,7912,8,-77.09718,17.90918,3489225,PPL
Old Harbour,town,26024,8,-77.10898,17.94144,3489227,PPL
Old England,village,,8,-77.46606,17.99358,3489232,PPL
Oldbury,village,,8,-77.53333,17.96667,3489233,PPL
Old Barracks,village,,8,-76.98333,18.3,3489235,PPL
Old Barracks,village,,8,-77.4,18.21667,3489236,PPL
Ocho Rios,village,9450,8,-77.1048,18.4025,3489239,PPL
Occasion Town,village,,8,-77.13333,17.9,3489240,PPL
Oberlin,village,,8,-76.85,18.13333,3489242,PPL
Oakes Pen,village,,8,-77.16667,17.95,3489243,PPL
Oakes,village,,8,-77.22388,18.08445,3489244,PPL
Norwich,village,,8,-77.43333,18.35,3489250,PPL
Norwich,village,,8,-76.4711,18.19501,3489251,PPL
Norway,village,,8,-77.56427,18.21809,3489252,PPL
Northampton,village,,8,-77.67686,18.02643,3489260,PPL
Norris,village,,8,-76.57774,17.91822,3489262,PPL
Norman Gardens,suburb,,9,-76.758,17.97926,3489264,PPLX
Norfolk,village,,8,-77.68333,17.9,3489265,PPL
Nonsuch,village,,8,-76.9,18.28333,3489266,PPL
Nonsuch,village,,8,-76.41953,18.15178,3489267,PPL
Nonpareil,village,,8,-78.31667,18.25,3489268,PPL
Nonpareil,village,,8,-77.45,17.93333,3489269,PPL
Nightengale Grove,village,,8,-77.48333,18.43333,3489271,PPL
Niger Corner,village,,8,-76.76667,18.0,3489272,PPL
New York,village,,8,-77.18333,18.25,3489274,PPL
New York,village,,8,-77.13333,18.11667,3489275,PPL
New Yarmouth,village,,8,-77.27523,17.88039,3489276,PPL
New Works,village,,8,-77.96667,18.15,3489277,PPL
Newton,village,,8,-77.74677,18.12649,3489278,PPL
Newstead,village,,8,-76.68712,17.95828,3489279,PPL
New Shafton,village,,8,-78.03333,18.16667,3489280,PPL
New Road,village,,8,-77.93605,18.18932,3489284,PPL
New Ramble,village,,8,-76.98333,18.36667,3489287,PPL
Newport West,suburb,,9,-76.83238,17.99022,3489288,PPLX
Newport East,suburb,,9,-76.80403,17.96889,3489289,PPLX
Newport,village,,8,-77.51721,17.92889,3489290,PPL
New Pera,village,,8,-76.28564,17.88802,3489291,PPL
New Monklands,village,,8,-76.55419,17.97396,3489292,PPL
Newmarket Pen,village,,8,-77.10642,17.93326,3489294,PPL
Newmarket,village,,8,-77.91458,18.16139,3489295,PPL
Newlands,village,,8,-76.88333,17.96667,3489296,PPL
New Kingston,suburb,583958,9,-76.78319,18.00747,3489297,PPLX
New Hall,village,,8,-77.18483,18.21534,3489300,PPL
Newhall,village,,8,-77.61667,18.15,3489301,PPL
New Hall,village,,8,-76.96667,18.13333,3489302,PPL
Newhall,village,,8,-77.46667,18.03333,3489303,PPL
New Green Island,village,,8,-78.26667,18.36667,3489304,PPL
New England,village,,8,-77.16667,18.36667,3489307,PPL
Newell,village,,8,-77.73838,17.92122,3489308,PPL
Newcombe Valley,village,,8,-77.76089,17.92301,3489309,PPL
New Colliston,village,,8,-77.3,18.35,3489310,PPL
New Castle,village,,8,-77.08333,18.28333,3489311,PPL
Newcastle,village,,8,-76.716,18.0667,3489312,PPL
New Broughton,village,,8,-78.21431,18.21374,3489313,PPL
New Bermuda,village,,8,-76.45,18.15,3489314,PPL
Newark,village,,8,-77.56667,17.98333,3489316,PPL
Ness Castle,village,,8,-76.6,18.01,3489318,PPL
Negril Spots,village,,8,-78.28333,18.25,3489327,PPL
Negril,village,3000,8,-78.3481,18.26844,3489331,PPL
Needham Pen,village,,8,-76.37798,17.9106,3489333,PPL
Natural Bridge,village,,8,-76.9672,18.16034,3489336,PPL
Naseberry Garden,village,,8,-77.01667,18.21667,3489340,PPL
Nain,village,2394,8,-77.60528,17.96526,3489344,PPL
Naggo Head,village,,8,-76.89045,17.96207,3489346,PPL
Myersville,village,,8,-77.62906,17.97284,3489348,PPL
Murray Mountain,village,,8,-77.3,18.26667,3489349,PPL
Mulleth Hall,village,,8,-76.71173,18.15455,3489354,PPL
Mount Zion,village,,8,-77.81826,18.50283,3489355,PPL
Mount Zion,village,,8,-77.28025,18.42901,3489356,PPL
Mount Zion,village,,8,-77.31667,18.11667,3489357,PPL
Mount Zion,village,,8,-77.68333,17.93333,3489358,PPL
Mount Vernon,village,,8,-76.67582,18.24425,3489359,PPL
Mount Vernon,village,,8,-76.55949,17.96191,3489360,PPL
Mount Terza,village,,8,-78.01667,18.28333,3489362,PPL
Mount Stewart,village,,8,-78.00725,18.30537,3489363,PPL
Mount Solus,village,,8,-77.88333,18.1,3489364,PPL
Mount Providence,village,,8,-77.28831,18.06042,3489365,PPL
Mount Prospect,village,,8,-77.58333,18.06667,3489366,PPL
Mount Pleasant,village,,8,-78.29351,18.36832,3489369,PPL
Mount Pleasant,village,,8,-77.03333,18.36667,3489370,PPL
Mount Pleasant,village,,8,-77.11667,18.33333,3489371,PPL
Mount Pleasant,village,,8,-76.81263,18.31007,3489372,PPL
Mount Pleasant,village,,8,-77.11667,18.26667,3489373,PPL
Mount Pleasant,village,,8,-76.51667,18.17358,3489374,PPL
Mount Pleasant,village,,8,-77.63333,18.15,3489375,PPL
Mount Pleasant,village,,8,-77.88333,18.08333,3489376,PPL
Mount Pleasant,village,,8,-76.8013,18.07855,3489377,PPL
Mount Pleasant,village,,8,-77.4,18.06667,3489378,PPL
Mount Pleasant,village,,8,-77.1,18.03333,3489379,PPL
Mount Pleasant,village,,8,-77.35,17.93333,3489380,PPL
Mount Pleasant,village,,8,-77.43333,17.9,3489381,PPL
Mount Pelier,village,,8,-76.81667,18.15,3489382,PPL
Mount Olive,village,,8,-77.35533,18.42719,3489383,PPL
Mount Olive,village,,8,-77.16667,18.06667,3489384,PPL
Mount Olive,village,,8,-76.56667,17.86667,3489385,PPL
Mount Nelson,village,,8,-77.46667,18.03333,3489386,PPL
Mount Nebo,village,,8,-77.35,18.08333,3489387,PPL
Mount Moses,village,,8,-76.76667,18.11667,3489388,PPL
Mount Moses,village,,8,-77.35,18.06667,3489389,PPL
Mount Morency,village,,8,-76.85,18.33333,3489390,PPL
Mount Lebanus,village,,8,-77.36667,18.05,3489391,PPL
Mount Lebanus,village,,8,-76.54133,17.97018,3489392,PPL
Mount James,village,,8,-76.78719,18.11426,3489393,PPL
Mount Horeb,village,,8,-77.87741,18.352,3489394,PPL
Mount Hermon,village,,8,-77.06667,18.33333,3489395,PPL
Mount Hermon,village,,8,-77.64634,17.99975,3489396,PPL
Mount Grace,village,,8,-78.116,18.31932,3489398,PPL
Mount Eagle,village,,8,-78.2,18.3,3489400,PPL
Mount Dispute,village,,8,-76.67123,17.99874,3489401,PPL
Mount Cotterall,village,,8,-77.35,18.1,3489403,PPL
Mount Charles,village,,8,-76.65073,18.02456,3489404,PPL
Mount Carmel,village,,8,-77.43333,18.41667,3489405,PPL
Mount Carey,village,,8,-77.93623,18.3917,3489406,PPL
Mount Blow,village,,8,-77.48333,17.95,3489407,PPL
Mount Belmore,village,,8,-76.78333,18.1,3489408,PPL
Mount Augusta,village,,8,-76.95,18.21667,3489409,PPL
Mount Airy,village,,8,-78.33906,18.25467,3489410,PPL
Mountain View Gardens,suburb,,9,-76.76714,17.98559,3489411,PPLX
Mountain Valley,village,,8,-78.06667,18.4,3489412,PPL
Mountain Side,village,,8,-77.74844,17.98091,3489415,PPL
Mountain River,village,,8,-77.1,18.06667,3489417,PPL
Mosquito Cove,village,,8,-78.1154,18.44636,3489421,PPL
Morris Hall,village,,8,-77.06667,17.93333,3489423,PPL
Morgans Bridge,village,,8,-78.18333,18.3,3489426,PPL
Morgans,village,,8,-77.27559,18.11218,3489427,PPL
Moreland,village,,8,-77.53333,17.98333,3489430,PPL
Moreland,village,,8,-77.21602,17.81888,3489431,PPL
Moravia,village,,8,-77.4699,18.19575,3489433,PPL
Morant Bay,town,9368,8,-76.40927,17.88145,3489440,PPLA
Morant,village,,8,-76.43333,17.9,3489443,PPL
Moore Town,village,1119,8,-76.42577,18.07767,3489445,PPL
Moores Pen,village,,8,-77.1,17.9,3489446,PPL
Moores,village,,8,-77.19959,18.02074,3489447,PPL
Montpelier,village,,8,-77.92992,18.37161,3489450,PPL
Montpelier,village,,8,-77.1,18.36667,3489451,PPL
Montpelier,village,,8,-77.35,18.06667,3489452,PPL
Montpelier,village,,8,-77.08333,18.06667,3489453,PPL
Montpelier,village,,8,-77.58577,18.00866,3489454,PPL
Montpelier,village,,8,-76.38333,17.88333,3489455,PPL
Montmorency,village,,8,-76.85918,18.33438,3489457,PPL
Montego Bay,town,82867,8,-77.91883,18.47116,3489460,PPLA
Monmouth,village,,8,-76.71667,18.21667,3489462,PPL
Moneague,village,3319,8,-77.11177,18.27556,3489464,PPL
Mona Heights,suburb,2887,9,-76.75186,18.01375,3489467,PPLX
Mocho House,village,,8,-76.65,18.01667,3489473,PPL
Mocho,village,,8,-77.83703,18.29082,3489474,PPL
Mocho,town,,8,-77.33,18.04,3489475,PPLA2
Mitchell Town,village,,8,-77.20461,17.80412,3489476,PPL
Mitcham,village,,8,-77.61667,18.06667,3489477,PPL
Mint,village,,8,-78.21202,18.32278,3489478,PPL
Minho,village,,8,-77.33333,18.13333,3489480,PPL
Minard,village,,8,-77.37423,18.41305,3489481,PPL
Milltown,village,,8,-77.28333,18.36667,3489482,PPL
Millbank,village,,8,-76.39828,18.04012,3489483,PPL
Milk River Bath,village,,8,-77.36667,17.85,3489486,PPL
Milford,village,,8,-77.1,18.4,3489488,PPL
Miles Town,village,,8,-77.99412,18.36708,3489489,PPL
Mile Gully,village,,8,-77.54823,18.13813,3489492,PPL
Mid Leyton,village,,8,-76.61667,18.21667,3489493,PPL
Midgeham,village,,8,-78.21667,18.28333,3489494,PPL
Middleton,village,,8,-76.71667,18.05,3489495,PPL
Middleton,village,,8,-77.43333,17.93333,3489496,PPL
Middlesex,village,,8,-78.17861,18.40789,3489498,PPL
Middlesex,village,,8,-77.03481,18.23879,3489499,PPL
Middle Quarters,village,,8,-77.83768,18.1006,3489501,PPL
Mickleton,village,,8,-77.01905,18.12344,3489505,PPL
Meylersfield,village,,8,-78.18333,18.25,3489507,PPL
Mexico,village,,8,-77.66478,18.18126,3489508,PPL
Mesopotamia,village,,8,-78.11667,18.28333,3489509,PPL
Merrywood,village,,8,-77.66667,18.46667,3489510,PPL
Mendez Hill,village,,8,-77.08263,18.07388,3489513,PPL
Mendes,village,,8,-77.1,17.91667,3489514,PPL
Melrose,village,,8,-76.6,18.16667,3489516,PPL
Mears,village,,8,-77.33333,18.13333,3489517,PPL
Mears,village,,8,-77.23333,18.05,3489518,PPL
Mearnsville,village,,8,-78.03295,18.18211,3489519,PPL
May Pen,town,44755,8,-77.24515,17.96454,3489523,PPLA
May Hill,village,,8,-77.56667,17.95,3489525,PPL
Mayfield,village,,8,-77.05,18.23333,3489526,PPL
Maxfield,village,,8,-77.67534,18.46467,3489530,PPL
Mavis Bank,village,1821,8,-76.66667,18.03333,3489531,PPL
Maverty,village,,8,-76.81667,18.05,3489532,PPL
Matildas Corner,village,,8,-76.76667,18.03333,3489534,PPL
Masters,village,,8,-77.15,18.01667,3489535,PPL
Mason Valley,village,,8,-76.86667,18.05,3489536,PPL
Douglas Castle,village,,8,-77.27328,18.1883,3489538,PPL
Mason Hall,village,,8,-76.9,18.4,3489539,PPL
Mason,village,,8,-77.53333,18.21667,3489540,PPL
Masemure,village,,8,-78.21689,18.27468,3489541,PPL
Mary Village,village,,8,-76.93333,18.1,3489542,PPL
Maryland,village,,8,-78.12945,18.38941,3489544,PPL
Maryfield,village,,8,-77.05,18.01667,3489546,PPL
Mary Browns Corner,village,,8,-76.7974,18.03656,3489547,PPL
Martin Village,village,,8,-76.86616,18.29056,3489548,PPL
Martin Hall,village,,8,-77.13333,18.06667,3489551,PPL
Martha Brae,village,,8,-77.65882,18.47224,3489553,PPL
Marshalls Pen,village,,8,-77.53333,18.05,3489554,PPL
Maroon Town,village,3085,8,-77.79544,18.34464,3489555,PPL
Marlie Mount,village,,8,-77.10275,17.94453,3489557,PPL
Marlie Hill,village,,8,-77.13913,18.06582,3489558,PPL
Marley Hill,village,,8,-77.51145,17.87067,3489559,PPL
Marley Hill,village,,8,-77.5,17.86667,3489560,PPL
Marley,village,,8,-76.97977,18.32886,3489561,PPL
Marlborough Castle,village,,8,-76.7,18.1,3489562,PPL
Marlborough,village,,8,-77.54071,17.99403,3489563,PPL
